,法國,德國,印度,義大利,日本,南韓,西班牙,台灣,美國,英國
2021-05-14,3378531.0,3112101.0,3405958.0,1614246.0,738308.0,31347.0,1416907.0,970.0,6351565.0,1831362.0
2021-05-15,3388996.0,3132131.0,3411806.0,1614246.0,739096.0,31347.0,1430870.0,970.0,6415041.0,1853308.0
2021-05-16,3412895.0,3140521.0,3443332.0,1627175.0,741759.0,31347.0,1438177.0,970.0,6415041.0,1853308.0
2021-05-17,3436758.0,3173402.0,3443332.0,1627303.0,755686.0,31347.0,1438177.0,970.0,6449694.0,1857506.0
2021-05-18,3436758.0,3183288.0,3464799.0,1638675.0,755686.0,31347.0,1445340.0,977.0,6464753.0,1857506.0
2021-05-19,3440592.0,3196804.0,3479577.0,1647745.0,764767.0,31347.0,1445340.0,977.0,6487766.0,1874593.0
2021-05-20,3476400.0,3205968.0,3501038.0,1651024.0,768724.0,31347.0,1460104.0,977.0,6540541.0,1883259.0
2021-05-21,3492718.0,3214381.0,3501038.0,1651024.0,775950.0,31347.0,1460104.0,982.0,6558216.0,1890678.0
2021-05-22,3492718.0,3236946.0,3526199.0,1667371.0,775950.0,31347.0,1467899.0,991.0,6580281.0,1903457.0
2021-05-23,3509084.0,3244243.0,3539162.0,1667371.0,784038.0,31347.0,1471142.0,991.0,6640592.0,1913485.0
2021-05-24,3515120.0,3247666.0,3552516.0,1669221.0,793719.0,31347.0,1473994.0,991.0,6640592.0,1913485.0
2021-05-25,3551390.0,3263793.0,3571913.0,1682260.0,796061.0,31347.0,1490863.0,991.0,6677920.0,1927141.0
2021-05-26,3551390.0,3296967.0,3585881.0,1691155.0,802836.0,31347.0,1494979.0,991.0,6704697.0,1927141.0
2021-05-27,3582503.0,3302805.0,3608711.0,1691949.0,813219.0,31347.0,1494979.0,991.0,6727252.0,1947244.0
2021-05-28,3586152.0,3311958.0,3628286.0,1698222.0,820124.0,31347.0,1509046.0,991.0,6767516.0,1950155.0
2021-05-29,3594182.0,3312010.0,3632117.0,1699889.0,821943.0,31347.0,1515373.0,1001.0,6771309.0,1962195.0
2021-05-30,3615595.0,3325444.0,3644622.0,1718103.0,831295.0,31347.0,1519028.0,1001.0,6831585.0,1966289.0
2021-05-31,3627902.0,3340824.0,3666010.0,1718103.0,837321.0,31347.0,1528587.0,1001.0,6882496.0,1969319.0
2021-06-01,3650266.0,3375558.0,3667363.0,1735463.0,838943.0,31347.0,1528587.0,1010.0,6896446.0,1980161.0
2021-06-02,3660276.0,3382492.0,3695458.0,1741798.0,847208.0,31347.0,1539987.0,1010.0,6927752.0,1980161.0
2021-06-03,3677951.0,3388833.0,3695458.0,1745801.0,857842.0,31347.0,1539987.0,1010.0,6947437.0,1982405.0
2021-06-04,3692519.0,3406221.0,3732804.0,1745801.0,860002.0,31347.0,1544006.0,1010.0,7001169.0,2010914.0
2021-06-05,3699342.0,3433466.0,3746309.0,1747687.0,868852.0,31347.0,1559376.0,1010.0,7026646.0,2017711.0
2021-06-06,3715633.0,3433466.0,3754465.0,1761699.0,872503.0,31347.0,1559677.0,1010.0,7046515.0,2017711.0
2021-06-07,3739513.0,3448113.0,3767253.0,1761699.0,878793.0,31347.0,1559677.0,1018.0,7058319.0,2018156.0
2021-06-08,3746007.0,3459292.0,3800059.0,1780034.0,884399.0,31347.0,1561063.0,1018.0,7090903.0,2019298.0
2021-06-09,3769854.0,3467303.0,3814154.0,1789635.0,888228.0,31347.0,1568920.0,1018.0,7147162.0,2029160.0
2021-06-10,3786313.0,3495989.0,3814154.0,1789635.0,904837.0,31347.0,1574658.0,1026.0,7147162.0,2053158.0
2021-06-11,3795660.0,3495989.0,3838542.0,1796107.0,907487.0,31347.0,1587662.0,1026.0,7172220.0,2061338.0
2021-06-12,3811685.0,3534542.0,3848399.0,1813075.0,908174.0,31347.0,1597697.0,1026.0,7205527.0,2072258.0
2021-06-13,3829974.0,3539737.0,3848399.0,1819364.0,925422.0,31347.0,1602685.0,1026.0,7234713.0,2072258.0
2021-06-14,3853339.0,3543276.0,3894103.0,1823335.0,925422.0,31347.0,1602685.0,1030.0,7245785.0,2076115.0
2021-06-15,3855531.0,3553504.0,3894103.0,1825146.0,931608.0,31347.0,1616212.0,1030.0,7316007.0,2092079.0
2021-06-16,3881006.0,3586155.0,3910498.0,1833194.0,936726.0,31347.0,1616212.0,1030.0,7330688.0,2095705.0
2021-06-17,3900930.0,3586155.0,3942948.0,1833194.0,943480.0,31347.0,1623518.0,1034.0,7344940.0,2103149.0
2021-06-18,3903986.0,3604223.0,3942948.0,1852961.0,952810.0,31347.0,1629807.0,1034.0,7391683.0,2111953.0
2021-06-19,3927637.0,3617579.0,3971622.0,1856995.0,960694.0,31347.0,1631166.0,1034.0,7419914.0,2127713.0
2021-06-20,3942111.0,3633292.0,3991306.0,1857366.0,973851.0,31347.0,1639483.0,1034.0,7452733.0,2136256.0
2021-06-21,3969254.0,3661106.0,3991306.0,1876341.0,979095.0,31347.0,1645221.0,1038.0,7466459.0,2144740.0
2021-06-22,3987673.0,3661106.0,3993034.0,1876947.0,985835.0,31347.0,1658176.0,1047.0,7507768.0,2157546.0
2021-06-23,3987673.0,3687617.0,4031183.0,1880185.0,991399.0,32000.0,1660397.0,1047.0,7537463.0,2157546.0
2021-06-24,4020315.0,3702470.0,4031861.0,1894918.0,1004841.0,32000.0,1662782.0,1049.0,7560632.0,2163570.0
2021-06-25,4020315.0,3703862.0,4070260.0,1901182.0,1014326.0,32000.0,1679842.0,1051.0,7579728.0,2169610.0
2021-06-26,4027987.0,3730346.0,4081604.0,1901182.0,1014326.0,32000.0,1679842.0,1058.0,7656625.0,2178467.0
2021-06-27,4055062.0,3745265.0,4081604.0,1909279.0,1026999.0,32000.0,1684997.0,1058.0,7656625.0,2196561.0
2021-06-28,4061437.0,3748744.0,4107463.0,1927782.0,1035877.0,32000.0,1692908.0,1058.0,7714654.0,2196561.0
2021-06-29,4096039.0,3753523.0,4135043.0,1928622.0,1035877.0,32000.0,1703785.0,1058.0,7751746.0,2202759.0
2021-06-30,4098352.0,3774368.0,4135043.0,1937648.0,1052112.0,32000.0,1707213.0,1058.0,7751746.0,2223037.0
2021-07-01,4134614.0,3797176.0,4168821.0,1946124.0,1059493.0,32000.0,1717593.0,1058.0,7777053.0,2228146.0
2021-07-02,4135536.0,3806798.0,4179251.0,1946124.0,1069481.0,32000.0,1718585.0,1063.0,7792694.0,2235614.0
2021-07-03,4151838.0,3821154.0,4197789.0,1955077.0,1070334.0,32000.0,1720568.0,1063.0,7841418.0,2238544.0
2021-07-04,4173705.0,3824238.0,4211746.0,1973245.0,1084261.0,32635.0,1734161.0,1072.0,7900147.0,2239612.0
2021-07-05,4179429.0,3864744.0,4228042.0,1973245.0,1088258.0,32635.0,1747933.0,1072.0,7939344.0,2244872.0
2021-07-06,4197350.0,3878491.0,4253404.0,1981104.0,1091927.0,34428.0,1747933.0,1077.0,7964388.0,2263714.0
2021-07-07,4226003.0,3878491.0,4257274.0,1981104.0,1102048.0,34428.0,1747933.0,1077.0,7998334.0,2263714.0
2021-07-08,4244081.0,3910952.0,4259010.0,1999634.0,1117115.0,34428.0,1753818.0,1077.0,8019885.0,2288028.0
2021-07-09,4266217.0,3910952.0,4299183.0,2002015.0,1117115.0,34428.0,1761435.0,1077.0,8043156.0,2288028.0
2021-07-10,4266682.0,3942893.0,4307766.0,2007261.0,1128456.0,34428.0,1765595.0,1077.0,8078577.0,2304990.0
2021-07-11,4290580.0,3942893.0,4322010.0,2013526.0,1134684.0,34428.0,1779977.0,1077.0,8078972.0,2312184.0
2021-07-12,4312914.0,3948261.0,4333632.0,2024431.0,1143012.0,34428.0,1793660.0,1084.0,8147417.0,2312184.0
2021-07-13,4312914.0,3966419.0,4347397.0,2039563.0,1150597.0,34428.0,1795388.0,1086.0,8147417.0,2331460.0
2021-07-14,4326995.0,3974250.0,4366191.0,2041915.0,1168639.0,34428.0,1807631.0,1093.0,8197651.0,2331460.0
2021-07-15,4341685.0,3995920.0,4400625.0,2042821.0,1171254.0,34603.0,1811574.0,1093.0,8237416.0,2331460.0
2021-07-16,4370443.0,4019255.0,4400625.0,2055657.0,1178301.0,34603.0,1811574.0,1099.0,8237416.0,2348754.0
2021-07-17,4372230.0,4024559.0,4414849.0,2058243.0,1194777.0,34603.0,1821482.0,1099.0,8306699.0,2368020.0
2021-07-18,4411396.0,4035418.0,4453219.0,2074974.0,1203856.0,34603.0,1821534.0,1099.0,8326497.0,2368020.0
2021-07-19,4417071.0,4055190.0,4468560.0,2081610.0,1209412.0,34603.0,1840490.0,1099.0,8361204.0,2377681.0
2021-07-20,4437691.0,4074944.0,4490697.0,2081610.0,1219165.0,34603.0,1840490.0,1108.0,8361204.0,2383658.0
2021-07-21,4462485.0,4108374.0,4501494.0,2089128.0,1220513.0,34973.0,1852912.0,1111.0,8428272.0,2400378.0
2021-07-22,4473285.0,4118551.0,4524147.0,2102052.0,1230879.0,34973.0,1852912.0,1111.0,8443818.0,2400545.0
2021-07-23,4476901.0,4119713.0,4524147.0,2116959.0,1238769.0,34973.0,1856043.0,1111.0,8492649.0,2416891.0
2021-07-24,4500905.0,4130609.0,4530883.0,2119929.0,1247312.0,34973.0,1860457.0,1111.0,8494999.0,2416891.0
2021-07-25,4506019.0,4153178.0,4575573.0,2123670.0,1258776.0,35167.0,1879709.0,1111.0,8558143.0,2428699.0
2021-07-26,4536476.0,4176143.0,4575573.0,2139563.0,1264064.0,35167.0,1883878.0,1111.0,8578644.0,2431509.0
2021-07-27,4556882.0,4186065.0,4590445.0,2146436.0,1281050.0,35167.0,1890291.0,1121.0,8627667.0,2449240.0
2021-07-28,4576012.0,4217761.0,4615526.0,2146436.0,1288646.0,35167.0,1890291.0,1125.0,8651829.0,2449240.0
2021-07-29,4585324.0,4230088.0,4623407.0,2153719.0,1297269.0,35167.0,1898326.0,1127.0,8677021.0,2462990.0
2021-07-30,4618440.0,4240910.0,4656145.0,2156116.0,1306335.0,35167.0,1902889.0,1127.0,8728337.0,2477204.0
2021-07-31,4625551.0,4264519.0,4661824.0,2169330.0,1315003.0,35167.0,1905860.0,1128.0,8752874.0,2492904.0
2021-08-01,4634977.0,4267474.0,4670664.0,2174620.0,1324960.0,35167.0,1917561.0,1128.0,8772647.0,2492904.0
2021-08-02,4655917.0,4290220.0,4700217.0,2193072.0,1329841.0,35167.0,1917601.0,1128.0,8813458.0,2500319.0
2021-08-03,4662922.0,4301636.0,4702124.0,2200339.0,1337495.0,35167.0,1941759.0,1136.0,8832019.0,2500804.0
2021-08-04,4681436.0,4318813.0,4730932.0,2204715.0,1348319.0,35167.0,1947029.0,1136.0,8903488.0,2523379.0
2021-08-05,4717555.0,4334450.0,4741391.0,2214018.0,1361177.0,35167.0,1952700.0,1136.0,8904573.0,2525516.0
2021-08-06,4721446.0,4336812.0,4775175.0,2224336.0,1370372.0,35167.0,1952700.0,1136.0,8917516.0,2525516.0
2021-08-07,4758376.0,4346221.0,4803756.0,2224336.0,1382046.0,35167.0,1964938.0,1136.0,8988712.0,2549045.0
2021-08-08,4764707.0,4369725.0,4803756.0,2241367.0,1391733.0,35167.0,1967270.0,1141.0,8994227.0,2555243.0
2021-08-09,4783077.0,4403824.0,4818106.0,2243138.0,1398806.0,35167.0,1972376.0,1142.0,9042037.0,2571965.0
2021-08-10,4794860.0,4422241.0,4851843.0,2250172.0,1415522.0,35674.0,1982556.0,1142.0,9048616.0,2571965.0
2021-08-11,4816533.0,4422241.0,4860105.0,2250172.0,1418871.0,35674.0,1985388.0,1149.0,9081371.0,2589249.0
2021-08-12,4819840.0,4428283.0,4888180.0,2260370.0,1424656.0,35674.0,1987220.0,1149.0,9138640.0,2590750.0
2021-08-13,4847325.0,4443763.0,4888180.0,2281082.0,1442769.0,35674.0,2000409.0,1149.0,9195045.0,2597230.0
2021-08-14,4869183.0,4479031.0,4918034.0,2282070.0,1450930.0,35674.0,2006780.0,1149.0,9211025.0,2615884.0
2021-08-15,4887191.0,4480567.0,4934913.0,2295865.0,1461600.0,35674.0,2009728.0,1149.0,9258066.0,2616810.0
2021-08-16,4912804.0,4503204.0,4938675.0,2295865.0,1472056.0,35674.0,2030320.0,1155.0,9268867.0,2616810.0
2021-08-17,4932359.0,4506803.0,4984414.0,2304048.0,1483113.0,35674.0,2038809.0,1155.0,9330147.0,2643872.0
2021-08-18,4954209.0,4548557.0,4984414.0,2313733.0,1488681.0,35674.0,2043676.0,1155.0,9358849.0,2655568.0
2021-08-19,4954209.0,4548557.0,5009412.0,2315184.0,1506682.0,35674.0,2043676.0,1155.0,9373608.0,2658265.0
2021-08-20,4989263.0,4580233.0,5014061.0,2324629.0,1515975.0,35674.0,2057747.0,1155.0,9433281.0,2665203.0
2021-08-21,4989263.0,4589256.0,5035451.0,2331484.0,1515975.0,35674.0,2057747.0,1163.0,9435918.0,2665203.0
2021-08-22,5009679.0,4612757.0,5054309.0,2342777.0,1530199.0,35674.0,2070819.0,1163.0,9485261.0,2673807.0
2021-08-23,5022348.0,4617401.0,5071195.0,2360733.0,1544148.0,35674.0,2071383.0,1163.0,9543525.0,2679704.0
2021-08-24,5045006.0,4639274.0,5087122.0,2362435.0,1550661.0,35674.0,2084059.0,1163.0,9543525.0,2708458.0
2021-08-25,5072148.0,4651346.0,5131780.0,2366565.0,1558985.0,35674.0,2084059.0,1179.0,9577628.0,2709510.0
2021-08-26,5091498.0,4668847.0,5131780.0,2370321.0,1566035.0,35674.0,2089533.0,1179.0,9636615.0,2709510.0
2021-08-27,5091580.0,4680636.0,5136299.0,2392532.0,1584979.0,35674.0,2095753.0,1181.0,9668406.0,2727778.0
2021-08-28,5132589.0,4694439.0,5168150.0,2392532.0,1596903.0,35674.0,2100804.0,1181.0,9685712.0,2747723.0
2021-08-29,5152027.0,4715356.0,5176544.0,2400329.0,1606236.0,36082.0,2120197.0,1181.0,9735120.0,2751962.0
2021-08-30,5158962.0,4745876.0,5215773.0,2402758.0,1609780.0,36082.0,2128565.0,1188.0,9783149.0,2751962.0
2021-08-31,5162273.0,4755848.0,5237040.0,2412727.0,1621768.0,36082.0,2134717.0,1188.0,9796954.0,2759045.0
2021-09-01,5191678.0,4764789.0,5237040.0,2433834.0,1629798.0,36082.0,2135373.0,1188.0,9809960.0,2775499.0
2021-09-02,5213828.0,4780791.0,5257539.0,2435738.0,1645003.0,36082.0,2144763.0,1188.0,9895181.0,2779212.0
2021-09-03,5237483.0,4804226.0,5299523.0,2445882.0,1657195.0,36082.0,2144763.0,1188.0,9895181.0,2791263.0
2021-09-04,5254456.0,4805549.0,5300492.0,2454221.0,1662591.0,36082.0,2159899.0,1188.0,9921350.0,2809938.0
2021-09-05,5254456.0,4818299.0,5327912.0,2455085.0,1680056.0,36082.0,2169890.0,1188.0,9962335.0,2818442.0
2021-09-06,5288031.0,4854413.0,5343017.0,2458918.0,1693636.0,36082.0,2169890.0,1188.0,10027628.0,2821735.0
2021-09-07,5300026.0,4858921.0,5362353.0,2468504.0,1699508.0,36082.0,2171276.0,1189.0,10058388.0,2827824.0
2021-09-08,5317107.0,4871225.0,5374414.0,2491164.0,1710928.0,36082.0,2187219.0,1209.0,10075379.0,2835992.0
2021-09-09,5334319.0,4911443.0,5410111.0,2491219.0,1724672.0,36082.0,2202323.0,1209.0,10098993.0,2847490.0
2021-09-10,5371362.0,4916747.0,5411020.0,2495481.0,1733061.0,36082.0,2202323.0,1213.0,10125284.0,2863576.0
2021-09-11,5391903.0,4932500.0,5417982.0,2514555.0,1737710.0,36082.0,2215331.0,1213.0,10188476.0,2863576.0
2021-09-12,5410390.0,4960058.0,5468116.0,2519957.0,1752044.0,36385.0,2215331.0,1213.0,10219294.0,2882298.0
2021-09-13,5422016.0,4960058.0,5468217.0,2529668.0,1768744.0,36385.0,2225935.0,1213.0,10256221.0,2892576.0
2021-09-14,5422016.0,4977970.0,5483237.0,2542434.0,1772820.0,36385.0,2230382.0,1216.0,10321734.0,2892576.0
2021-09-15,5454862.0,5014242.0,5502426.0,2546070.0,1785145.0,36385.0,2243282.0,1216.0,10356481.0,2904542.0
2021-09-16,5457817.0,5014242.0,5528799.0,2553881.0,1798731.0,36385.0,2245122.0,1216.0,10373816.0,2925919.0
2021-09-17,5503870.0,5024917.0,5539748.0,2566560.0,1803183.0,36385.0,2247446.0,1216.0,10392608.0,2927368.0
2021-09-18,5509575.0,5043314.0,5559627.0,2566560.0,1812629.0,36385.0,2252580.0,1226.0,10415206.0,2944769.0
2021-09-19,5524976.0,5063975.0,5581329.0,2576968.0,1826084.0,36385.0,2270662.0,1229.0,10449239.0,2944769.0
2021-09-20,5558128.0,5094957.0,5598167.0,2583940.0,1834440.0,36385.0,2283125.0,1229.0,10526911.0,2950520.0
2021-09-21,5577136.0,5098310.0,5634041.0,2585832.0,1843736.0,37435.0,2283125.0,1229.0,10550287.0,2969965.0
2021-09-22,5588710.0,5130373.0,5654388.0,2609248.0,1858280.0,37435.0,2283125.0,1229.0,10575202.0,2969965.0
2021-09-23,5616921.0,5135750.0,5665904.0,2609248.0,1870009.0,37582.0,2294240.0,1229.0,10622162.0,2987766.0
2021-09-24,5636985.0,5145871.0,5679992.0,2616045.0,1883009.0,38332.0,2305207.0,1229.0,10644552.0,3001048.0
2021-09-25,5636985.0,5185575.0,5698746.0,2626428.0,1896554.0,38332.0,2306158.0,1241.0,10675295.0,3016192.0
2021-09-26,5672933.0,5193127.0,5731193.0,2632889.0,1906606.0,38332.0,2324151.0,1241.0,10711300.0,3021390.0
2021-09-27,5682620.0,5195274.0,5749220.0,2647382.0,1915067.0,38332.0,2327075.0,1241.0,10744176.0,3022749.0
2021-09-28,5714143.0,5219181.0,5752269.0,2661515.0,1924918.0,38332.0,2336749.0,1247.0,10815865.0,3029331.0
2021-09-29,5724841.0,5252884.0,5779755.0,2661515.0,1933821.0,38332.0,2344644.0,1247.0,10826988.0,3037118.0
2021-09-30,5729261.0,5253933.0,5817224.0,2665879.0,1952592.0,38332.0,2344644.0,1247.0,10877226.0,3042825.0
2021-10-01,5767753.0,5285015.0,5819367.0,2673404.0,1963736.0,38332.0,2351876.0,1247.0,10909789.0,3052081.0
2021-10-02,5787860.0,5298681.0,5843231.0,2694801.0,1974825.0,38332.0,2373278.0,1247.0,10934858.0,3075588.0
2021-10-03,5794271.0,5311878.0,5865889.0,2695035.0,1980558.0,38332.0,2380299.0,1258.0,10987505.0,3084183.0
2021-10-04,5819983.0,5325790.0,5865889.0,2699827.0,1997267.0,38332.0,2380299.0,1258.0,11036119.0,3089223.0
2021-10-05,5847846.0,5333707.0,5888794.0,2709458.0,2008010.0,38332.0,2388285.0,1258.0,11089794.0,3109353.0
2021-10-06,5868613.0,5370922.0,5933721.0,2723093.0,2013446.0,38332.0,2391253.0,1258.0,11109281.0,3109353.0
2021-10-07,5870564.0,5390372.0,5944865.0,2729501.0,2031098.0,38332.0,2401092.0,1264.0,11121669.0,3119651.0
2021-10-08,5902591.0,5390372.0,5957839.0,2746120.0,2035323.0,38332.0,2406763.0,1264.0,11147184.0,3133851.0
2021-10-09,5921439.0,5411472.0,5986991.0,2755129.0,2056206.0,38332.0,2415326.0,1264.0,11199308.0,3149031.0
2021-10-10,5922321.0,5429637.0,6012721.0,2755129.0,2066697.0,38332.0,2419130.0,1264.0,11240233.0,3149031.0
2021-10-11,5965891.0,5466471.0,6012721.0,2773922.0,2070894.0,38332.0,2428948.0,1275.0,11309665.0,3160376.0
2021-10-12,5975926.0,5475197.0,6027312.0,2773922.0,2083380.0,38332.0,2434579.0,1275.0,11309665.0,3163857.0
2021-10-13,5991079.0,5475197.0,6073620.0,2777993.0,2089365.0,38332.0,2448824.0,1275.0,11361788.0,3174730.0
2021-10-14,6026071.0,5498427.0,6078382.0,2786286.0,2107936.0,38332.0,2463116.0,1277.0,11405203.0,3196472.0
2021-10-15,6028570.0,5510668.0,6093187.0,2801187.0,2123285.0,38332.0,2464350.0,1277.0,11422864.0,3204828.0
2021-10-16,6059186.0,5527842.0,6134814.0,2811113.0,2129728.0,38332.0,2465224.0,1277.0,11490521.0,3219192.0
2021-10-17,6062262.0,5573183.0,6134814.0,2823125.0,2135250.0,38332.0,2479516.0,1277.0,11490521.0,3235084.0
2021-10-18,6105108.0,5581692.0,6176169.0,2824178.0,2151301.0,38332.0,2490422.0,1288.0,11572513.0,3239232.0
2021-10-19,6105108.0,5601828.0,6184175.0,2834090.0,2161323.0,38332.0,2495387.0,1288.0,11572513.0,3245194.0
2021-10-20,6124660.0,5615093.0,6192066.0,2845196.0,2173351.0,38386.0,2495387.0,1288.0,11646687.0,3245194.0
2021-10-21,6151052.0,5635872.0,6230025.0,2847309.0,2185350.0,38386.0,2518466.0,1288.0,11651191.0,3274752.0
2021-10-22,6157660.0,5647447.0,6233502.0,2866107.0,2190970.0,38386.0,2522275.0,1290.0,11696820.0,3274752.0
2021-10-23,6184529.0,5659086.0,6257577.0,2867532.0,2210163.0,38386.0,2522275.0,1290.0,11741677.0,3288455.0
2021-10-24,6204437.0,5676249.0,6289837.0,2888856.0,2215741.0,38386.0,2535869.0,1291.0,11772548.0,3288455.0
2021-10-25,6221406.0,5704487.0,6300580.0,2895425.0,2236989.0,38386.0,2549754.0,1291.0,11820594.0,3292378.0
2021-10-26,6266734.0,5724514.0,6337190.0,2905786.0,2248796.0,38386.0,2549754.0,1291.0,11878561.0,3323447.0
2021-10-27,6283604.0,5752217.0,6337190.0,2913950.0,2248796.0,40030.0,2565449.0,1304.0,11900792.0,3329843.0
2021-10-28,6302779.0,5752217.0,6358026.0,2913950.0,2264782.0,40030.0,2568236.0,1304.0,11927462.0,3340318.0
2021-10-29,6302779.0,5790376.0,6400704.0,2930182.0,2270629.0,40030.0,2574538.0,1311.0,11948908.0,3344638.0
2021-10-30,6332040.0,5790376.0,6400704.0,2934362.0,2290654.0,40030.0,2589348.0,1311.0,11987656.0,3359059.0
2021-10-31,6340718.0,5802450.0,6427572.0,2937843.0,2297074.0,40030.0,2595264.0,1311.0,12043461.0,3359059.0
2021-11-01,6385654.0,5833295.0,6443730.0,2962958.0,2309673.0,40030.0,2595264.0,1311.0,12068305.0,3367525.0
2021-11-02,6397742.0,5864150.0,6486533.0,2963664.0,2316865.0,40030.0,2596193.0,1311.0,12117676.0,3398122.0
2021-11-03,6418149.0,5864150.0,6486533.0,2965069.0,2330624.0,40030.0,2618594.0,1311.0,12151765.0,3398122.0
2021-11-04,6426285.0,5894394.0,6517490.0,2980497.0,2342968.0,40030.0,2628087.0,1317.0,12187247.0,3405331.0
2021-11-05,6460145.0,5901200.0,6543623.0,2987041.0,2354235.0,40030.0,2634200.0,1324.0,12270552.0,3413661.0
2021-11-06,6472424.0,5922717.0,6543623.0,3007774.0,2361983.0,40030.0,2634200.0,1324.0,12270552.0,3433302.0
2021-11-07,6484866.0,5948928.0,6581813.0,3013609.0,2372443.0,40030.0,2639822.0,1324.0,12349779.0,3445338.0
2021-11-08,6519090.0,5969064.0,6595048.0,3021047.0,2385520.0,40030.0,2660660.0,1324.0,12349779.0,3445338.0
2021-11-09,6530411.0,5973783.0,6613104.0,3021047.0,2400196.0,40030.0,2660660.0,1324.0,12410492.0,3470382.0
2021-11-10,6564855.0,5999981.0,6648904.0,3033202.0,2411918.0,40165.0,2662010.0,1327.0,12469072.0,3470603.0
2021-11-11,6585242.0,6022840.0,6677644.0,3051861.0,2427747.0,40165.0,2672356.0,1327.0,12494099.0,3492579.0
2021-11-12,6587035.0,6037079.0,6692055.0,3055416.0,2438710.0,40471.0,2683641.0,1327.0,12537745.0,3492579.0
2021-11-13,6622288.0,6045828.0,6700984.0,3059222.0,2449163.0,40471.0,2698649.0,1341.0,12584737.0,3514017.0
2021-11-14,6642538.0,6078023.0,6735747.0,3082137.0,2462989.0,40471.0,2705621.0,1341.0,12589821.0,3516912.0
2021-11-15,6671412.0,6086918.0,6760801.0,3082616.0,2465642.0,40471.0,2705621.0,1341.0,12622561.0,3530617.0
2021-11-16,6696783.0,6120231.0,6778085.0,3098055.0,2482773.0,40471.0,2708685.0,1343.0,12662192.0,3530617.0
2021-11-17,6713824.0,6140304.0,6803207.0,3098055.0,2486437.0,40471.0,2722730.0,1343.0,12722542.0,3539652.0
2021-11-18,6713824.0,6144836.0,6803207.0,3111716.0,2505901.0,40937.0,2729561.0,1348.0,12792985.0,3546169.0
2021-11-19,6741641.0,6154965.0,6824871.0,3112790.0,2510649.0,40937.0,2741832.0,1348.0,12792985.0,3564476.0
2021-11-20,6757264.0,6177784.0,6840582.0,3126569.0,2530581.0,40937.0,2750668.0,1348.0,12836797.0,3572659.0
2021-11-21,6773653.0,6197429.0,6880724.0,3146605.0,2532706.0,40937.0,2751974.0,1356.0,12904376.0,3587191.0
2021-11-22,6798296.0,6219191.0,6885489.0,3149350.0,2543992.0,40937.0,2757955.0,1357.0,12909129.0,3587191.0
2021-11-23,6822280.0,6250777.0,6902513.0,3156930.0,2556955.0,40937.0,2766406.0,1357.0,12952103.0,3621254.0
2021-11-24,6860789.0,6255732.0,6934520.0,3169549.0,2569467.0,40937.0,2778270.0,1359.0,13014020.0,3626624.0
2021-11-25,6867596.0,6271989.0,6976562.0,3179197.0,2575008.0,40937.0,2785427.0,1359.0,13034778.0,3634485.0
2021-11-26,6899214.0,6299755.0,6984247.0,3189678.0,2594741.0,40937.0,2800020.0,1367.0,13101953.0,3637203.0
2021-11-27,6924196.0,6319484.0,6991794.0,3189678.0,2599753.0,40937.0,2805064.0,1367.0,13107367.0,3642601.0
2021-11-28,6924196.0,6348801.0,7033664.0,3211759.0,2609469.0,40937.0,2806880.0,1367.0,13195267.0,3664080.0
2021-11-29,6966494.0,6373512.0,7047567.0,3211759.0,2630746.0,40937.0,2819664.0,1373.0,13223385.0,3685986.0
2021-11-30,6973747.0,6373512.0,7065200.0,3217683.0,2640227.0,40937.0,2836766.0,1373.0,13278980.0,3687596.0
2021-12-01,6989887.0,6402377.0,7083923.0,3226442.0,2653736.0,40937.0,2836766.0,1373.0,13314225.0,3689151.0
2021-12-02,7007310.0,6404537.0,7111460.0,3243025.0,2661187.0,40937.0,2855451.0,1373.0,13327285.0,3707527.0
2021-12-03,7050005.0,6437981.0,7149520.0,3254067.0,2670681.0,40937.0,2855451.0,1373.0,13381360.0,3710357.0
2021-12-04,7055805.0,6463582.0,7149520.0,3256786.0,2686150.0,40937.0,2871982.0,1376.0,13405237.0,3730372.0
2021-12-05,7077148.0,6485188.0,7176796.0,3274895.0,2696686.0,40937.0,2871982.0,1376.0,13469126.0,3743843.0
2021-12-06,7111120.0,6499503.0,7207760.0,3280084.0,2705842.0,40937.0,2874372.0,1376.0,13508306.0,3750734.0
2021-12-07,7131982.0,6525279.0,7209916.0,3296935.0,2718680.0,40937.0,2897060.0,1376.0,13568649.0,3771614.0
2021-12-08,7159271.0,6531460.0,7239181.0,3298271.0,2723151.0,41161.0,2899171.0,1376.0,13588902.0,3771614.0
2021-12-09,7177273.0,6546675.0,7267698.0,3313644.0,2735596.0,41161.0,2899171.0,1387.0,13641328.0,3791214.0
2021-12-10,7201112.0,6582008.0,7293284.0,3317774.0,2745335.0,41161.0,2920152.0,1387.0,13641328.0,3792178.0
2021-12-11,7203854.0,6583729.0,7312189.0,3332435.0,2762355.0,41161.0,2920152.0,1395.0,13734105.0,3808917.0
2021-12-12,7228427.0,6623321.0,7344349.0,3335171.0,2767280.0,41161.0,2938553.0,1395.0,13765541.0,3819279.0
2021-12-13,7271007.0,6634896.0,7353017.0,3340731.0,2777676.0,41161.0,2938553.0,1400.0,13765661.0,3834115.0
2021-12-14,7271007.0,6649620.0,7395699.0,3361035.0,2785243.0,41161.0,2940236.0,1402.0,13828989.0,3850340.0
